image,label
gs://coralmorph_fish_1/images/Abudefduf322.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf323.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf324.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf325.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf327.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf328.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf329.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf330.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf331.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf334.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf335.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf336.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf337.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf338.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf339.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf341.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf342.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf343.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf344.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf345.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf347.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf350.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf352.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf353.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf354.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf355.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf356.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf358.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf361.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf364.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf365.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf366.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf367.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf368.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf369.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf370.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf371.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf374.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf375.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf376.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf377.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf380.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf382.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf383.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf384.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf385.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf386.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf387.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf388.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf390.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf391.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf393.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf394.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf396.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf397.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf399.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf402.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf405.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf406.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf407.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf408.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf409.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf410.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf411.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf412.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf413.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf421.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf422.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf423.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf424.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf425.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf426.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf427.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf428.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf429.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf430.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf431.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf432.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf433.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf434.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf435.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf436.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf437.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf438.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf439.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf440.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf441.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf442.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf443.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf444.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf445.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf446.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf447.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf448.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf449.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf450.jpeg,Abudefduf
